transportation_id,depart_id,dest_id,depart_nm,dest_nm,depart_time,destination_time,grade,fare,duration,trans_cate
trans_train_02424,C20,C21,횡성,평창,14:20:00,14:36:00,KTX,30000,16,train
trans_train_02425,C20,C22,횡성,강릉,14:20:00,15:02:00,KTX,30000,42,train
trans_train_02426,C21,C22,평창,강릉,14:36:00,15:02:00,KTX,8400,26,train
trans_train_02427,C01,C18,서울,양평,13:52:00,14:18:00,KTX,8400,27,train
trans_train_02428,C01,C22,서울,강릉,13:52:00,15:23:00,KTX,33100,91,train
trans_train_02429,C18,C22,양평,강릉,14:18:00,15:23:00,KTX,21000,65,train
trans_train_02430,C01,C18,서울,양평,14:22:00,14:48:00,KTX,8400,27,train
trans_train_02431,C01,C19,서울,원주,14:22:00,15:07:00,KTX,10100,46,train
trans_train_02432,C01,C20,서울,횡성,14:22:00,15:19:00,KTX,13900,58,train
trans_train_02433,C01,C21,서울,평창,14:22:00,15:34:00,KTX,19700,73,train
trans_train_02434,C01,C22,서울,강릉,14:22:00,15:56:00,KTX,33100,94,train
trans_train_02435,C18,C19,양평,원주,14:48:00,15:07:00,KTX,30000,19,train
trans_train_02436,C18,C20,양평,횡성,14:48:00,15:19:00,KTX,30000,31,train
trans_train_02437,C18,C21,양평,평창,14:48:00,15:34:00,KTX,30000,46,train
trans_train_02438,C18,C22,양평,강릉,14:48:00,15:56:00,KTX,21000,68,train
trans_train_02439,C19,C20,원주,횡성,15:07:00,15:19:00,KTX,30000,12,train
trans_train_02440,C19,C21,원주,평창,15:07:00,15:34:00,KTX,30000,27,train
trans_train_02441,C19,C22,원주,강릉,15:07:00,15:56:00,KTX,17000,49,train
trans_train_02442,C20,C21,횡성,평창,15:19:00,15:34:00,KTX,30000,15,train
trans_train_02443,C20,C22,횡성,강릉,15:19:00,15:56:00,KTX,30000,36,train
trans_train_02444,C21,C22,평창,강릉,15:34:00,15:56:00,KTX,8400,21,train
trans_train_02445,C01,C18,서울,양평,15:10:00,15:37:00,KTX,8400,27,train
trans_train_02446,C01,C22,서울,강릉,15:10:00,16:37:00,KTX,33100,87,train
trans_train_02447,C18,C22,양평,강릉,15:37:00,16:37:00,KTX,21000,60,train
trans_train_02448,C01,C20,서울,횡성,15:22:00,16:20:00,KTX,13900,58,train
trans_train_02449,C01,C22,서울,강릉,15:50:00,17:14:00,KTX,33100,84,train
trans_train_02450,C01,C18,서울,양평,16:25:00,16:51:00,KTX,8400,27,train
trans_train_02451,C01,C20,서울,횡성,16:25:00,17:23:00,KTX,13900,58,train
trans_train_02452,C01,C21,서울,평창,16:25:00,17:38:00,KTX,19700,74,train
trans_train_02453,C01,C22,서울,강릉,16:25:00,18:04:00,KTX,33100,99,train
trans_train_02454,C18,C20,양평,횡성,16:51:00,17:23:00,KTX,30000,32,train
trans_train_02455,C18,C21,양평,평창,16:51:00,17:38:00,KTX,30000,47,train
trans_train_02456,C18,C22,양평,강릉,16:51:00,18:04:00,KTX,21000,73,train
trans_train_02457,C20,C21,횡성,평창,17:23:00,17:38:00,KTX,30000,16,train
trans_train_02458,C20,C22,횡성,강릉,17:23:00,18:04:00,KTX,30000,41,train
trans_train_02459,C21,C22,평창,강릉,17:38:00,18:04:00,KTX,8400,26,train
trans_train_02460,C01,C19,서울,원주,18:13:00,18:58:00,KTX,10100,45,train
trans_train_02461,C01,C22,서울,강릉,18:13:00,19:43:00,KTX,33100,90,train
trans_train_02462,C19,C22,원주,강릉,18:58:00,19:43:00,KTX,17000,45,train
trans_train_02463,C01,C18,서울,양평,18:22:00,18:48:00,KTX,8400,27,train
trans_train_02464,C01,C20,서울,횡성,18:22:00,19:19:00,KTX,13900,58,train
trans_train_02465,C01,C21,서울,평창,18:22:00,19:39:00,KTX,19700,77,train
trans_train_02466,C01,C22,서울,강릉,18:22:00,20:04:00,KTX,33100,102,train
trans_train_02467,C18,C20,양평,횡성,18:48:00,19:19:00,KTX,30000,31,train
trans_train_02468,C18,C21,양평,평창,18:48:00,19:39:00,KTX,30000,51,train
trans_train_02469,C18,C22,양평,강릉,18:48:00,20:04:00,KTX,21000,76,train
trans_train_02470,C20,C21,횡성,평창,19:19:00,19:39:00,KTX,30000,20,train
trans_train_02471,C20,C22,횡성,강릉,19:19:00,20:04:00,KTX,30000,45,train
trans_train_02472,C21,C22,평창,강릉,19:39:00,20:04:00,KTX,8400,25,train
trans_train_02473,C01,C21,서울,평창,18:52:00,20:06:00,KTX,19700,75,train
trans_train_02474,C01,C18,서울,양평,19:22:00,19:51:00,KTX,8400,29,train
trans_train_02475,C01,C20,서울,횡성,19:22:00,20:23:00,KTX,13900,62,train
trans_train_02476,C01,C21,서울,평창,19:22:00,20:44:00,KTX,19700,83,train
trans_train_02477,C01,C22,서울,강릉,19:22:00,21:06:00,KTX,33100,104,train
trans_train_02478,C18,C20,양평,횡성,19:51:00,20:23:00,KTX,30000,33,train
trans_train_02479,C18,C21,양평,평창,19:51:00,20:44:00,KTX,30000,54,train
trans_train_02480,C18,C22,양평,강릉,19:51:00,21:06:00,KTX,21000,75,train
trans_train_02481,C20,C21,횡성,평창,20:23:00,20:44:00,KTX,30000,21,train
trans_train_02482,C20,C22,횡성,강릉,20:23:00,21:06:00,KTX,30000,43,train
trans_train_02483,C21,C22,평창,강릉,20:44:00,21:06:00,KTX,8400,22,train
trans_train_02484,C01,C18,서울,양평,19:55:00,20:22:00,KTX,8400,27,train
trans_train_02485,C01,C22,서울,강릉,19:55:00,21:26:00,KTX,33100,91,train
trans_train_02486,C18,C22,양평,강릉,20:22:00,21:26:00,KTX,21000,64,train
trans_train_02487,C01,C21,서울,평창,20:15:00,21:24:00,KTX,19700,70,train
trans_train_02488,C01,C18,서울,양평,20:22:00,20:51:00,KTX,8400,29,train
trans_train_02489,C01,C22,서울,강릉,20:22:00,21:55:00,KTX,33100,93,train
trans_train_02490,C18,C22,양평,강릉,20:51:00,21:55:00,KTX,21000,64,train
trans_train_02491,C01,C18,서울,양평,21:52:00,22:18:00,KTX,8400,27,train
trans_train_02492,C01,C20,서울,횡성,21:52:00,22:51:00,KTX,13900,59,train
trans_train_02493,C01,C21,서울,평창,21:52:00,23:11:00,KTX,19700,80,train
trans_train_02494,C01,C22,서울,강릉,21:52:00,23:33:00,KTX,33100,101,train
trans_train_02495,C18,C20,양평,횡성,22:18:00,22:51:00,KTX,30000,33,train
trans_train_02496,C18,C21,양평,평창,22:18:00,23:11:00,KTX,30000,53,train
trans_train_02497,C18,C22,양평,강릉,22:18:00,23:33:00,KTX,21000,75,train
trans_train_02498,C20,C21,횡성,평창,22:51:00,23:11:00,KTX,30000,21,train
trans_train_02499,C20,C22,횡성,강릉,22:51:00,23:33:00,KTX,30000,42,train
trans_train_02500,C21,C22,평창,강릉,23:11:00,23:33:00,KTX,8400,22,train
trans_train_02501,C22,C18,강릉,양평,5:25:00,6:36:00,KTX,30000,71,train
trans_train_02502,C22,C01,강릉,서울,5:25:00,7:03:00,KTX,30000,99,train
trans_train_02503,C18,C01,양평,서울,6:36:00,7:03:00,KTX,30000,28,train
trans_train_02504,C22,C21,강릉,평창,6:30:00,6:59:00,KTX,30000,30,train
trans_train_02505,C22,C20,강릉,횡성,6:30:00,7:15:00,KTX,30000,45,train
trans_train_02506,C22,C18,강릉,양평,6:30:00,7:45:00,KTX,30000,76,train
trans_train_02507,C22,C01,강릉,서울,6:30:00,8:15:00,KTX,30000,105,train
trans_train_02508,C21,C20,평창,횡성,6:59:00,7:15:00,KTX,30000,16,train
trans_train_02509,C21,C18,평창,양평,6:59:00,7:45:00,KTX,30000,46,train
trans_train_02510,C21,C01,평창,서울,6:59:00,8:15:00,KTX,30000,76,train
trans_train_02511,C20,C18,횡성,양평,7:15:00,7:45:00,KTX,30000,31,train
trans_train_02512,C20,C01,횡성,서울,7:15:00,8:15:00,KTX,30000,60,train
trans_train_02513,C18,C01,양평,서울,7:45:00,8:15:00,KTX,30000,30,train
trans_train_02514,C22,C21,강릉,평창,7:30:00,7:53:00,KTX,30000,24,train
trans_train_02515,C22,C20,강릉,횡성,7:30:00,8:12:00,KTX,30000,42,train
trans_train_02516,C22,C18,강릉,양평,7:30:00,8:42:00,KTX,30000,72,train
trans_train_02517,C22,C01,강릉,서울,7:30:00,9:10:00,KTX,30000,100,train
trans_train_02518,C21,C20,평창,횡성,7:53:00,8:12:00,KTX,30000,19,train
trans_train_02519,C21,C18,평창,양평,7:53:00,8:42:00,KTX,30000,49,train
trans_train_02520,C21,C01,평창,서울,7:53:00,9:10:00,KTX,30000,77,train
trans_train_02521,C20,C18,횡성,양평,8:12:00,8:42:00,KTX,30000,30,train
trans_train_02522,C20,C01,횡성,서울,8:12:00,9:10:00,KTX,30000,58,train
trans_train_02523,C18,C01,양평,서울,8:42:00,9:10:00,KTX,30000,28,train
trans_train_02524,C22,C21,강릉,평창,8:30:00,8:59:00,KTX,30000,30,train
trans_train_02525,C22,C20,강릉,횡성,8:30:00,9:15:00,KTX,30000,45,train
trans_train_02526,C22,C01,강릉,서울,8:30:00,10:15:00,KTX,30000,105,train
trans_train_02527,C21,C20,평창,횡성,8:59:00,9:15:00,KTX,30000,16,train
trans_train_02528,C21,C01,평창,서울,8:59:00,10:15:00,KTX,30000,76,train
trans_train_02529,C20,C01,횡성,서울,9:15:00,10:15:00,KTX,30000,60,train
trans_train_02530,C22,C21,강릉,평창,10:05:00,10:27:00,KTX,30000,22,train
trans_train_02531,C22,C01,강릉,서울,10:05:00,11:34:00,KTX,30000,89,train
trans_train_02532,C21,C01,평창,서울,10:27:00,11:34:00,KTX,30000,67,train
trans_train_02533,C22,C20,강릉,횡성,10:30:00,11:09:00,KTX,30000,40,train
trans_train_02534,C22,C19,강릉,원주,10:30:00,11:23:00,KTX,30000,54,train
trans_train_02535,C22,C01,강릉,서울,10:30:00,12:09:00,KTX,30000,100,train
trans_train_02536,C20,C19,횡성,원주,11:09:00,11:23:00,KTX,30000,14,train
trans_train_02537,C20,C01,횡성,서울,11:09:00,12:09:00,KTX,30000,60,train
trans_train_02538,C19,C01,원주,서울,11:23:00,12:09:00,KTX,30000,46,train
trans_train_02539,C21,C18,평창,양평,11:06:00,11:52:00,KTX,30000,46,train
trans_train_02540,C21,C01,평창,서울,11:06:00,12:21:00,KTX,30000,76,train
trans_train_02541,C18,C01,양평,서울,11:52:00,12:21:00,KTX,30000,30,train
trans_train_02542,C22,C21,강릉,평창,11:00:00,11:23:00,KTX,30000,24,train
trans_train_02543,C22,C01,강릉,서울,11:00:00,12:33:00,KTX,30000,93,train
trans_train_02544,C21,C01,평창,서울,11:23:00,12:33:00,KTX,30000,70,train
trans_train_02545,C22,C19,강릉,원주,11:33:00,12:19:00,KTX,30000,46,train
trans_train_02546,C22,C18,강릉,양평,11:33:00,12:37:00,KTX,30000,65,train
trans_train_02547,C22,C01,강릉,서울,11:33:00,13:04:00,KTX,30000,92,train
trans_train_02548,C19,C18,원주,양평,12:19:00,12:37:00,KTX,30000,18,train
trans_train_02549,C19,C01,원주,서울,12:19:00,13:04:00,KTX,30000,46,train
trans_train_02550,C18,C01,양평,서울,12:37:00,13:04:00,KTX,30000,27,train
trans_train_02551,C22,C21,강릉,평창,12:25:00,12:54:00,KTX,30000,30,train
trans_train_02552,C22,C20,강릉,횡성,12:25:00,13:10:00,KTX,30000,45,train
trans_train_02553,C22,C01,강릉,서울,12:25:00,14:08:00,KTX,30000,104,train
trans_train_02554,C21,C20,평창,횡성,12:54:00,13:10:00,KTX,30000,15,train
trans_train_02555,C21,C01,평창,서울,12:54:00,14:08:00,KTX,30000,74,train
trans_train_02556,C20,C01,횡성,서울,13:10:00,14:08:00,KTX,30000,59,train
trans_train_02557,C22,C19,강릉,원주,13:53:00,14:38:00,KTX,30000,46,train
trans_train_02558,C22,C18,강릉,양평,13:53:00,14:56:00,KTX,30000,64,train
trans_train_02559,C22,C01,강릉,서울,13:53:00,15:25:00,KTX,30000,92,train
trans_train_02560,C19,C18,원주,양평,14:38:00,14:56:00,KTX,30000,18,train
trans_train_02561,C19,C01,원주,서울,14:38:00,15:25:00,KTX,30000,47,train
trans_train_02562,C18,C01,양평,서울,14:56:00,15:25:00,KTX,30000,28,train
trans_train_02563,C21,C18,평창,양평,15:07:00,15:50:00,KTX,30000,43,train
trans_train_02564,C21,C01,평창,서울,15:07:00,16:17:00,KTX,30000,71,train
trans_train_02565,C18,C01,양평,서울,15:50:00,16:17:00,KTX,30000,28,train
trans_train_02566,C22,C21,강릉,평창,15:30:00,15:54:00,KTX,30000,24,train
trans_train_02567,C22,C18,강릉,양평,15:30:00,16:40:00,KTX,30000,70,train
trans_train_02568,C22,C01,강릉,서울,15:30:00,17:07:00,KTX,30000,98,train
trans_train_02569,C21,C18,평창,양평,15:54:00,16:40:00,KTX,30000,46,train
trans_train_02570,C21,C01,평창,서울,15:54:00,17:07:00,KTX,30000,74,train
trans_train_02571,C18,C01,양평,서울,16:40:00,17:07:00,KTX,30000,28,train
trans_train_02572,C22,C01,강릉,서울,15:56:00,17:20:00,KTX,30000,84,train
trans_train_02573,C22,C20,강릉,횡성,16:40:00,17:22:00,KTX,30000,43,train
trans_train_02574,C22,C19,강릉,원주,16:40:00,17:33:00,KTX,30000,54,train
trans_train_02575,C22,C01,강릉,서울,16:40:00,18:19:00,KTX,30000,100,train
trans_train_02576,C20,C19,횡성,원주,17:22:00,17:33:00,KTX,30000,11,train
trans_train_02577,C20,C01,횡성,서울,17:22:00,18:19:00,KTX,30000,57,train
trans_train_02578,C19,C01,원주,서울,17:33:00,18:19:00,KTX,30000,46,train
trans_train_02579,C22,C21,강릉,평창,17:25:00,17:54:00,KTX,30000,30,train
trans_train_02580,C22,C18,강릉,양평,17:25:00,18:37:00,KTX,30000,73,train
trans_train_02581,C22,C01,강릉,서울,17:25:00,19:08:00,KTX,30000,104,train
trans_train_02582,C21,C18,평창,양평,17:54:00,18:37:00,KTX,30000,43,train
trans_train_02583,C21,C01,평창,서울,17:54:00,19:08:00,KTX,30000,74,train
trans_train_02584,C18,C01,양평,서울,18:37:00,19:08:00,KTX,30000,31,train
trans_train_02585,C22,C20,강릉,횡성,17:50:00,18:30:00,KTX,30000,41,train
trans_train_02586,C22,C18,강릉,양평,17:50:00,19:03:00,KTX,30000,73,train
trans_train_02587,C22,C01,강릉,서울,17:50:00,19:29:00,KTX,30000,99,train
trans_train_02588,C20,C18,횡성,양평,18:30:00,19:03:00,KTX,30000,33,train
trans_train_02589,C20,C01,횡성,서울,18:30:00,19:29:00,KTX,30000,59,train
trans_train_02590,C18,C01,양평,서울,19:03:00,19:29:00,KTX,30000,26,train
trans_train_02591,C22,C21,강릉,평창,18:40:00,19:09:00,KTX,30000,30,train
trans_train_02592,C22,C20,강릉,횡성,18:40:00,19:29:00,KTX,30000,49,train
trans_train_02593,C22,C18,강릉,양평,18:40:00,20:01:00,KTX,30000,81,train
trans_train_02594,C22,C01,강릉,서울,18:40:00,20:31:00,KTX,30000,112,train
trans_train_02595,C21,C20,평창,횡성,19:09:00,19:29:00,KTX,30000,20,train
trans_train_02596,C21,C18,평창,양평,19:09:00,20:01:00,KTX,30000,52,train
trans_train_02597,C21,C01,평창,서울,19:09:00,20:31:00,KTX,30000,82,train
trans_train_02598,C20,C18,횡성,양평,19:29:00,20:01:00,KTX,30000,32,train
trans_train_02599,C20,C01,횡성,서울,19:29:00,20:31:00,KTX,30000,63,train
trans_train_02600,C18,C01,양평,서울,20:01:00,20:31:00,KTX,30000,31,train
trans_train_02601,C21,C20,평창,횡성,20:09:00,20:25:00,KTX,30000,16,train
trans_train_02602,C21,C18,평창,양평,20:09:00,20:56:00,KTX,30000,47,train
trans_train_02603,C21,C01,평창,서울,20:09:00,21:26:00,KTX,30000,77,train
trans_train_02604,C20,C18,횡성,양평,20:25:00,20:56:00,KTX,30000,31,train
trans_train_02605,C20,C01,횡성,서울,20:25:00,21:26:00,KTX,30000,62,train
trans_train_02606,C18,C01,양평,서울,20:56:00,21:26:00,KTX,30000,31,train
trans_train_02607,C22,C21,강릉,평창,20:09:00,20:37:00,KTX,30000,29,train
trans_train_02608,C22,C20,강릉,횡성,20:09:00,20:52:00,KTX,30000,44,train
trans_train_02609,C22,C19,강릉,원주,20:09:00,21:04:00,KTX,30000,55,train
trans_train_02610,C22,C01,강릉,서울,20:09:00,21:49:00,KTX,30000,100,train
trans_train_02611,C21,C20,평창,횡성,20:37:00,20:52:00,KTX,30000,15,train
trans_train_02612,C21,C19,평창,원주,20:37:00,21:04:00,KTX,30000,27,train
trans_train_02613,C21,C01,평창,서울,20:37:00,21:49:00,KTX,30000,72,train
trans_train_02614,C20,C19,횡성,원주,20:52:00,21:04:00,KTX,30000,12,train
trans_train_02615,C20,C01,횡성,서울,20:52:00,21:49:00,KTX,30000,57,train
trans_train_02616,C19,C01,원주,서울,21:04:00,21:49:00,KTX,30000,45,train
trans_train_02617,C22,C21,강릉,평창,20:30:00,20:53:00,KTX,30000,24,train
trans_train_02618,C22,C20,강릉,횡성,20:30:00,21:09:00,KTX,30000,39,train
trans_train_02619,C22,C18,강릉,양평,20:30:00,21:39:00,KTX,30000,70,train
trans_train_02620,C22,C01,강릉,서울,20:30:00,22:09:00,KTX,30000,100,train
trans_train_02621,C21,C20,평창,횡성,20:53:00,21:09:00,KTX,30000,16,train
trans_train_02622,C21,C18,평창,양평,20:53:00,21:39:00,KTX,30000,46,train
trans_train_02623,C21,C01,평창,서울,20:53:00,22:09:00,KTX,30000,76,train
trans_train_02624,C20,C18,횡성,양평,21:09:00,21:39:00,KTX,30000,31,train
trans_train_02625,C20,C01,횡성,서울,21:09:00,22:09:00,KTX,30000,61,train
trans_train_02626,C18,C01,양평,서울,21:39:00,22:09:00,KTX,30000,30,train
trans_train_02627,C22,C20,강릉,횡성,21:28:00,22:11:00,KTX,30000,44,train
trans_train_02628,C22,C01,강릉,서울,21:28:00,23:08:00,KTX,30000,100,train
trans_train_02629,C20,C01,횡성,서울,22:11:00,23:08:00,KTX,30000,57,train
trans_train_02630,C22,C21,강릉,평창,22:00:00,22:29:00,KTX,30000,30,train
trans_train_02631,C22,C20,강릉,횡성,22:00:00,22:45:00,KTX,30000,45,train
trans_train_02632,C22,C01,강릉,서울,22:00:00,23:39:00,KTX,30000,99,train
trans_train_02633,C21,C20,평창,횡성,22:29:00,22:45:00,KTX,30000,16,train
trans_train_02634,C21,C01,평창,서울,22:29:00,23:39:00,KTX,30000,70,train
trans_train_02635,C20,C01,횡성,서울,22:45:00,23:39:00,KTX,30000,54,train
trans_train_02636,C21,C18,평창,양평,22:37:00,23:23:00,KTX,30000,47,train
trans_train_02637,C21,C01,평창,서울,22:37:00,23:51:00,KTX,30000,74,train
trans_train_02638,C18,C01,양평,서울,23:23:00,23:51:00,KTX,30000,28,train
trans_train_02639,C22,C21,강릉,평창,22:30:00,22:54:00,KTX,30000,24,train
trans_train_02640,C22,C01,강릉,서울,22:30:00,0:03:00,KTX,30000,94,train
trans_train_02641,C21,C01,평창,서울,22:54:00,0:03:00,KTX,30000,70,train
trans_train_02642,C01,C18,서울,양평,6:00:00,6:26:00,KTX,8400,27,train
trans_train_02643,C01,C19,서울,원주,6:00:00,6:49:00,KTX,10100,50,train
trans_train_02644,C18,C19,양평,원주,6:26:00,6:49:00,KTX,30000,23,train
trans_train_02645,C01,C19,서울,원주,8:10:00,8:57:00,KTX,10100,48,train
trans_train_02646,C01,C19,서울,원주,9:00:00,9:47:00,KTX,10100,47,train
trans_train_02647,C01,C18,서울,양평,11:00:00,11:26:00,KTX,8400,27,train
trans_train_02648,C01,C19,서울,원주,11:00:00,11:52:00,KTX,10100,52,train
trans_train_02649,C18,C19,양평,원주,11:26:00,11:52:00,KTX,30000,26,train
trans_train_02650,C01,C19,서울,원주,14:00:00,14:47:00,KTX,10100,48,train
trans_train_02651,C01,C19,서울,원주,16:00:00,16:50:00,KTX,10100,50,train
trans_train_02652,C01,C19,서울,원주,19:00:00,19:48:00,KTX,10100,49,train
trans_train_02653,C01,C18,서울,양평,22:00:00,22:27:00,KTX,8400,28,train
trans_train_02654,C01,C19,서울,원주,22:00:00,22:50:00,KTX,10100,51,train
trans_train_02655,C18,C19,양평,원주,22:27:00,22:50:00,KTX,30000,23,train
trans_train_02656,C19,C18,원주,양평,7:14:00,7:37:00,KTX,30000,23,train
trans_train_02657,C19,C01,원주,서울,7:14:00,8:03:00,KTX,30000,49,train
trans_train_02658,C18,C01,양평,서울,7:37:00,8:03:00,KTX,30000,26,train
trans_train_02659,C19,C01,원주,서울,9:47:00,10:36:00,KTX,30000,49,train
trans_train_02660,C19,C18,원주,양평,12:44:00,13:07:00,KTX,30000,23,train
trans_train_02661,C19,C01,원주,서울,12:44:00,13:33:00,KTX,30000,49,train
trans_train_02662,C18,C01,양평,서울,13:07:00,13:33:00,KTX,30000,26,train
trans_train_02663,C19,C01,원주,서울,14:48:00,15:37:00,KTX,30000,49,train
trans_train_02664,C19,C01,원주,서울,17:44:00,18:30:00,KTX,30000,46,train
trans_train_02665,C19,C01,원주,서울,19:09:00,19:55:00,KTX,30000,46,train
trans_train_02666,C19,C01,원주,서울,20:19:00,21:05:00,KTX,30000,46,train
trans_train_02667,C19,C18,원주,양평,22:35:00,22:58:00,KTX,30000,23,train
trans_train_02668,C19,C01,원주,서울,22:35:00,23:24:00,KTX,30000,49,train
trans_train_02669,C18,C01,양평,서울,22:58:00,23:24:00,KTX,30000,26,train
trans_train_02670,C05,C08,대구,경산,6:00:00,6:11:00,일반열차,30000,11,train
trans_train_02671,C02,C09,수원,밀양,14:41:00,18:50:00,일반열차,20000,249,train
trans_train_02672,C05,C10,대구,부산,6:00:00,7:40:00,일반열차,30000,100,train
trans_train_02673,C02,C09,수원,밀양,15:22:00,19:25:00,일반열차,20000,243,train
trans_train_02674,C08,C10,경산,부산,6:11:00,7:40:00,일반열차,30000,89,train
trans_train_02675,C09,C10,밀양,부산,6:47:00,7:40:00,일반열차,30000,53,train
trans_train_02676,C05,C08,대구,경산,7:05:00,7:15:00,일반열차,30000,11,train
trans_train_02677,C02,C09,수원,밀양,16:44:00,20:57:00,일반열차,20000,253,train
trans_train_02678,C05,C10,대구,부산,7:05:00,8:43:00,일반열차,30000,98,train
trans_train_02679,C02,C09,수원,밀양,18:06:00,22:20:00,일반열차,20000,255,train
trans_train_02680,C08,C10,경산,부산,7:15:00,8:43:00,일반열차,30000,88,train
trans_train_02681,C09,C10,밀양,부산,7:48:00,8:43:00,일반열차,30000,55,train
trans_train_02682,C01,C05,서울,대구,16:20:00,18:07:00,KTX,43500,107,train
trans_train_02683,C04,C08,대전,경산,5:25:00,7:40:00,일반열차,11200,135,train
trans_train_02684,C02,C09,수원,밀양,18:46:00,22:47:00,일반열차,20000,241,train
trans_train_02685,C04,C10,대전,부산,5:25:00,9:07:00,일반열차,30000,222,train
trans_train_02686,C05,C08,대구,경산,7:29:00,7:40:00,일반열차,30000,11,train
trans_train_02687,C02,C09,수원,밀양,19:40:00,23:11:00,일반열차,20000,211,train
trans_train_02688,C05,C10,대구,부산,7:29:00,9:07:00,일반열차,30000,98,train
trans_train_02689,C02,C09,수원,밀양,20:53:00,0:20:00,일반열차,20000,207,train
trans_train_02690,C08,C10,경산,부산,7:40:00,9:07:00,일반열차,30000,87,train
trans_train_02691,C09,C10,밀양,부산,8:19:00,9:07:00,일반열차,30000,48,train
trans_train_02692,C01,C05,서울,대구,17:35:00,19:28:00,KTX,43500,113,train
trans_train_02693,C04,C08,대전,경산,6:20:00,8:38:00,일반열차,11200,138,train
trans_train_02694,C01,C09,서울,밀양,5:20:00,7:35:00,KTX,48500,135,train
trans_train_02695,C04,C10,대전,부산,6:20:00,9:55:00,일반열차,30000,215,train
trans_train_02696,C05,C08,대구,경산,8:27:00,8:38:00,일반열차,30000,11,train
trans_train_02697,C01,C09,서울,밀양,9:45:00,12:13:00,KTX,48500,148,train
trans_train_02698,C05,C10,대구,부산,8:27:00,9:55:00,일반열차,30000,88,train
trans_train_02699,C01,C09,서울,밀양,10:20:00,12:47:00,KTX,48500,147,train
trans_train_02700,C08,C10,경산,부산,8:38:00,9:55:00,일반열차,30000,77,train
trans_train_02701,C09,C10,밀양,부산,9:10:00,9:55:00,일반열차,30000,45,train
trans_train_02702,C01,C05,서울,대구,20:40:00,22:32:00,KTX,43500,112,train
trans_train_02703,C04,C08,대전,경산,7:15:00,9:24:00,일반열차,11200,130,train
trans_train_02704,C01,C09,서울,밀양,13:10:00,15:43:00,KTX,48500,153,train
trans_train_02705,C04,C10,대전,부산,7:15:00,10:39:00,일반열차,30000,204,train
trans_train_02706,C05,C08,대구,경산,9:14:00,9:24:00,일반열차,30000,11,train
trans_train_02707,C01,C09,서울,밀양,17:15:00,19:36:00,KTX,48500,141,train
trans_train_02708,C05,C10,대구,부산,9:14:00,10:39:00,일반열차,30000,85,train
trans_train_02709,C01,C09,서울,밀양,18:43:00,21:21:00,KTX,48500,158,train
trans_train_02710,C08,C10,경산,부산,9:24:00,10:39:00,일반열차,30000,75,train
trans_train_02711,C09,C10,밀양,부산,9:54:00,10:39:00,일반열차,30000,45,train
trans_train_02712,C01,C02,서울,수원,5:56:00,6:31:00,일반열차,2600,35,train
trans_train_02713,C01,C03,서울,천안,5:56:00,7:05:00,일반열차,6100,70,train
trans_train_02714,C01,C04,서울,대전,6:45:00,7:50:00,KTX,23700,65,train
trans_train_02715,C01,C05,서울,대구,22:20:00,0:08:00,KTX,43500,108,train
trans_train_02716,C01,C08,서울,경산,5:56:00,10:16:00,일반열차,21900,261,train
trans_train_02717,C01,C09,서울,밀양,19:46:00,22:05:00,KTX,48500,139,train
trans_train_02718,C01,C10,서울,부산,5:56:00,11:38:00,일반열차,28600,342,train
trans_train_02719,C02,C03,수원,천안,6:31:00,7:05:00,일반열차,30000,35,train
trans_train_02720,C01,C04,서울,대전,8:10:00,9:20:00,KTX,23700,70,train
trans_train_02721,C01,C05,서울,대구,5:56:00,10:06:00,일반열차,21100,250,train
trans_train_02722,C02,C08,수원,경산,6:31:00,10:16:00,일반열차,19300,226,train
trans_train_02723,C01,C09,서울,밀양,20:50:00,23:19:00,KTX,48500,149,train
trans_train_02724,C02,C10,수원,부산,6:31:00,11:38:00,일반열차,30000,307,train
trans_train_02725,C01,C04,서울,대전,9:25:00,10:29:00,KTX,23700,64,train
trans_train_02726,C01,C05,서울,대구,6:20:00,9:51:00,일반열차,21100,211,train
trans_train_02727,C03,C08,천안,경산,7:05:00,10:16:00,일반열차,15700,191,train
trans_train_02728,C01,C09,서울,밀양,21:35:00,0:07:00,KTX,48500,152,train
trans_train_02729,C03,C10,천안,부산,7:05:00,11:38:00,일반열차,30000,273,train
trans_train_02730,C01,C05,서울,대구,6:38:00,10:39:00,일반열차,21100,242,train
trans_train_02731,C04,C08,대전,경산,7:59:00,10:16:00,일반열차,11200,137,train
trans_train_02732,C01,C09,서울,밀양,5:56:00,10:55:00,일반열차,24700,299,train
trans_train_02733,C04,C10,대전,부산,7:59:00,11:38:00,일반열차,30000,219,train
trans_train_02734,C05,C08,대구,경산,10:06:00,10:16:00,일반열차,30000,11,train
trans_train_02735,C01,C09,서울,밀양,6:20:00,10:25:00,일반열차,24700,245,train
trans_train_02736,C05,C10,대구,부산,10:06:00,11:38:00,일반열차,30000,92,train
trans_train_02737,C01,C09,서울,밀양,6:38:00,11:23:00,일반열차,24700,285,train
trans_train_02738,C08,C10,경산,부산,10:16:00,11:38:00,일반열차,30000,82,train
trans_train_02739,C09,C10,밀양,부산,10:55:00,11:38:00,일반열차,30000,43,train
trans_train_02740,C01,C02,서울,수원,6:20:00,6:50:00,일반열차,2600,31,train
trans_train_02741,C01,C03,서울,천안,6:20:00,7:20:00,일반열차,6100,60,train
